scenario,scenario_name,run_id,seed,submitted_tx,routed_tx,finality_certificates,receipts,reward_events,total_reward,quarantine_events,reconfiguration_events,evidence_events,active_validators,quarantined_validators,finality_success_rate,receipt_success_rate,throughput,mean_finality_latency,mean_receipt_latency,cross_shard_ratio,shard1_load,shard2_load,shard_load_std,reward_gini,reward_hhi,owner_concentration,nakamoto_coefficient,malicious_committee_probability
Q4,Poor mobile connectivity,74,1172,299,299,263,244,732,3660,1,2,861,11,1,87.9599,81.6054,1.952,21.2573,26.8085,14.0468,110.446,109.8402,0.3029,28.7705,22.1788,32.7049,2,0.0
Q4,Poor mobile connectivity,75,1173,204,204,184,166,498,2490,3,2,592,9,3,90.1961,81.3725,1.328,21.5534,27.032,17.6471,106.8955,107.3119,0.2082,33.1566,28.3344,42.8916,1,0.0
Q4,Poor mobile connectivity,76,1174,254,254,220,200,600,3000,3,2,728,9,3,86.6142,78.7402,1.6,20.9933,26.3872,10.2362,100.573,100.4648,0.0541,27.2,24.8,36.0,1,0.0
Q4,Poor mobile connectivity,77,1175,267,267,244,224,672,3360,2,2,778,10,2,91.3858,83.8951,1.792,21.372,26.8421,13.4831,96.5886,97.209,0.3102,40.3125,42.0078,60.0,1,0.0
Q4,Poor mobile connectivity,78,1176,254,254,232,212,636,3180,2,2,740,10,2,91.3386,83.4646,1.696,21.6135,26.8496,16.9291,104.7809,104.5191,0.1309,32.9811,28.2407,37.5472,1,0.0
Q4,Poor mobile connectivity,79,1177,260,260,228,208,624,3120,1,2,748,11,1,87.6923,80.0,1.664,21.4928,26.9432,16.5385,118.2828,117.6361,0.3234,24.1538,24.0018,30.2885,2,0.0
Q4,Poor mobile connectivity,80,1178,275,275,248,226,678,3390,2,2,798,10,2,90.1818,82.1818,1.808,21.3963,26.9557,15.6364,112.5029,111.8083,0.3473,32.1416,28.005,39.646,1,0.0
Q4,Poor mobile connectivity,81,1179,277,277,241,225,675,3375,2,2,795,10,2,87.0036,81.2274,1.8,21.3,26.6897,14.0794,125.5885,125.7328,0.0721,26.7704,22.0004,30.1333,2,0.0
Q4,Poor mobile connectivity,82,1180,221,221,194,179,537,2685,3,2,636,9,3,87.7828,80.9955,1.432,21.1427,26.6285,11.3122,81.1094,81.2539,0.0723,32.0447,28.0005,39.8883,1,0.0
Q4,Poor mobile connectivity,83,1181,201,201,183,168,504,2520,2,2,585,10,2,91.0448,83.5821,1.344,21.2751,26.7321,12.4378,90.5797,90.6976,0.0589,34.1905,29.1995,45.4762,1,0.0
Q4,Poor mobile connectivity,84,1182,246,246,213,196,588,2940,0,2,705,12,0,86.5854,79.6748,1.568,21.2966,26.7559,12.1951,108.6313,108.1466,0.2423,24.6531,24.0333,31.2245,2,0.0
Q4,Poor mobile connectivity,85,1183,267,267,242,222,666,3330,1,2,776,11,1,90.6367,83.1461,1.776,21.489,27.0479,16.4794,105.8481,105.994,0.073,33.0811,28.2922,37.2973,1,0.0
Q4,Poor mobile connectivity,86,1184,221,221,197,183,549,2745,2,2,639,10,2,89.1403,82.8054,1.464,21.3103,26.9338,13.5747,93.2867,93.4595,0.0864,28.3242,22.111,32.1311,2,0.0
Q4,Poor mobile connectivity,87,1185,228,228,198,173,519,2595,3,2,654,9,3,86.8421,75.8772,1.384,21.4248,26.9889,14.0351,96.287,96.8399,0.2764,27.9769,25.2356,37.4566,1,0.0
Q4,Poor mobile connectivity,88,1186,258,258,232,209,627,3135,2,2,748,10,2,89.9225,81.0078,1.672,21.5366,26.8617,15.8915,96.2983,96.5605,0.1311,40.0718,42.0004,60.0,1,0.0
Q4,Poor mobile connectivity,89,1187,298,298,258,236,708,3540,4,2,854,8,4,86.5772,79.1946,1.888,21.4246,26.8777,16.443,111.9696,111.7639,0.1029,30.4237,22.5704,34.8305,1,0.0
Q4,Poor mobile connectivity,90,1188,192,192,169,151,453,2265,1,2,553,11,1,88.0208,78.6458,1.208,21.6452,27.0908,20.3125,86.5594,86.2192,0.1701,32.6932,23.4676,37.7483,1,0.0
Q4,Poor mobile connectivity,91,1189,215,215,184,161,483,2415,2,2,614,10,2,85.5814,74.8837,1.288,21.1516,26.5236,11.6279,86.2876,86.5664,0.1394,31.7391,23.0397,36.5217,1,0.0
Q4,Poor mobile connectivity,92,1190,268,268,231,209,627,3135,0,2,767,12,0,86.194,77.9851,1.672,21.6024,27.0133,17.9104,99.9244,100.2481,0.1619,28.3413,22.1133,32.1531,2,0.0
Q4,Poor mobile connectivity,93,1191,188,188,161,147,441,2205,2,2,537,10,2,85.6383,78.1915,1.176,21.0839,26.5202,9.5745,94.9345,94.8425,0.046,33.2517,28.3917,36.8707,1,0.0
Q4,Poor mobile connectivity,94,1192,300,300,268,247,741,3705,2,2,868,10,2,89.3333,82.3333,1.976,21.1135,26.6567,12.3333,122.4684,122.4379,0.0152,25.6194,24.2049,33.0364,2,0.0
Q4,Poor mobile connectivity,95,1193,257,257,222,208,624,3120,1,2,736,11,1,86.3813,80.9339,1.664,21.2936,26.8458,13.6187,104.1717,104.3345,0.0814,33.2308,28.3787,43.0769,1,0.0
Q4,Poor mobile connectivity,96,1194,221,221,199,185,555,2775,6,2,641,6,6,90.0452,83.7104,1.48,21.526,27.0092,14.4796,105.6159,105.5256,0.0451,27.5459,24.9823,36.6486,1,0.0
Q4,Poor mobile connectivity,97,1195,264,264,230,210,630,3150,2,2,758,10,2,87.1212,79.5455,1.68,21.2017,26.7287,15.9091,112.8656,112.7587,0.0535,25.6762,24.2195,33.1429,2,0.0
Q4,Poor mobile connectivity,98,1196,181,181,163,147,441,2205,1,2,525,11,1,90.0552,81.2155,1.176,21.3405,26.8043,13.2597,77.2779,76.8611,0.2084,42.068,40.0668,60.0,1,0.0
Q4,Poor mobile connectivity,99,1197,227,227,200,185,555,2775,3,2,654,9,3,88.1057,81.4978,1.48,21.5089,26.9999,17.6211,104.2855,104.2931,0.0038,28.8108,22.1858,32.7568,2,0.0
Q4,Poor mobile connectivity,100,1198,189,189,171,157,471,2355,1,2,549,11,1,90.4762,83.0688,1.256,21.0269,26.5511,11.6402,79.5461,79.4938,0.0261,33.3758,28.4732,43.4395,1,0.0
Q5,Stake-skewed validator set,1,7945,293,293,289,283,849,4245,0,2,875,14,0,98.6348,96.587,2.83,17.8768,23.3348,15.3584,104.7778,104.5931,0.0923,27.5736,22.0332,31.1661,2,0.0
Q5,Stake-skewed validator set,2,7946,271,271,269,266,798,3990,0,2,811,14,0,99.262,98.155,2.66,17.7952,23.3497,13.6531,98.3865,97.9911,0.1977,32.782,28.1529,41.9549,1,0.0
